paper_id,author_position,author_id,author_name,role_name,year,title,type,core_rank
274713,2,9704,Matthew Barr,Senior Lecturer,2022,Making Visible and Modeling the Underrepresented: Teachers' Reflections on Their Role Modeling in Higher Education,conference_proceedings,
274447,2,38674,Mark McGill,Senior Lecturer,2022,Augmenting a Nature Documentary with a Lifelike Hologram in Virtual Reality,conference_proceedings,
274448,1,38674,Mark McGill,Senior Lecturer,2022,Evaluating and Updating a Design Space for Augmented Reality Television,conference_proceedings,
274494,1,30579,Sye Loong Keoh,Associate Professor,2022,Infrastructure-based pedestrian risk tagging methodology to support AV risk assessment,article,
274437,0,50574,Zaiqiao Meng,Lecturer,2022,BioCaster in 2021: automatic disease outbreaks detection from global news media,article,
274429,2,38349,Sofiat Olaosebikan,Lecturer in Algorithms and Complexity,2022,Antenna selection based on matching theory for uplink cell-free millimetre wave massive multiple input multiple output systems,article,
274364,7,,Mireilla Bikanga Ada,Lecturer,2022,Experience report: challenges and opportunities of remote labs for a computer science department,article,
274364,9,5956,Gethin Norman,Senior Lecturer,2022,Experience report: challenges and opportunities of remote labs for a computer science department,article,
274309,3,9704,Matthew Barr,Senior Lecturer,2022,Participant-centred planning Framework for effective gender balance activities in tech,conference_proceedings,
274181,1,66347,Lauritz Thamsen,Lecturer in Computer Systems,2022,Get Your Memory Right: The Crispy Resource Allocation Assistant for Large-Scale Data Processing,conference_proceedings,
273808,1,3545,Craig Macdonald,Professor of Information Retrieval,2022,Multi-Modal Dialog State Tracking for Interactive Fashion Recommendation,conference_proceedings,
273808,2,6162,Iadh Ounis,Professor of Information Retrieval,2022,Multi-Modal Dialog State Tracking for Interactive Fashion Recommendation,conference_proceedings,
273792,1,3545,Craig Macdonald,Professor of Information Retrieval,2022,Effective and Efficient Training for Sequential Recommendation using Recency Sampling,conference_proceedings,
273746,3,28939,Euan Freeman,Lecturer,2022,Rapid development of a data visualization service in an emergency response,article,
273744,3,66347,Lauritz Thamsen,Lecturer in Computer Systems,2022,Cucumber: Renewable-Aware Admission Control for Delay-Tolerant Cloud and Edge Workloads,conference_proceedings,
273661,0,29034,Blair Archibald,Lecturer,2022,Probabilistic bigraphs,article,
273661,1,9129,Muffy Calder,Professor of Formal Methods,2022,Probabilistic bigraphs,article,
273661,2,25011,Michele Sevegnani,Senior Lecturer,2022,Probabilistic bigraphs,article,
273663,1,3545,Craig Macdonald,Professor of Information Retrieval,2022,Using Entities in Knowledge Graph Hierarchies to Classify Sensitive Information,conference_proceedings,
273663,2,29045,Graham McDonald,Senior Lecturer,2022,Using Entities in Knowledge Graph Hierarchies to Classify Sensitive Information,conference_proceedings,
273663,3,6162,Iadh Ounis,Professor of Information Retrieval,2022,Using Entities in Knowledge Graph Hierarchies to Classify Sensitive Information,conference_proceedings,
273652,2,15034,Jeremy Singer,Reader in Programming Language Implementation,2022,ELSA: Edge Lightweight Searchable Attribute-based encryption Multi-keyword Scalability,conference_proceedings,
273568,1,30579,Sye Loong Keoh,Associate Professor,2022,Risk assessment methodologies for autonomous driving: a survey,article,
273558,3,48468,Mohamed Khamis,Reader,2022,“You offer privacy like you offer tea”: Investigating Mechanisms for Improving Guest Privacy in IoT-Equipped Households,conference_proceedings,
273556,3,48468,Mohamed Khamis,Reader,2022,"Investigating State-of-the-Art Practices for Fostering Subjective Trust in Online
Voting through Interviews",conference_proceedings,
272004,2,51762,Qi Cao,Associate Professor,2022,Real-time illegal parking detection algorithm in urban environments,article,
273089,0,9704,Matthew Barr,Senior Lecturer,2022,The Development of Students' Employability Skills on a Work-Based Software Engineering Degree Programme,conference_proceedings,
273089,1,31800,Syed Waqar Nabi,Lecturer,2022,The Development of Students' Employability Skills on a Work-Based Software Engineering Degree Programme,conference_proceedings,
273090,0,9704,Matthew Barr,Senior Lecturer,2022,How the First Year of a Work-based Degree in Software Engineering Prepares Students for Industry,conference_proceedings,
273090,1,33844,Derek Somerville,Lecturer,2022,How the First Year of a Work-based Degree in Software Engineering Prepares Students for Industry,conference_proceedings,
273316,2,30896,Christos Anagnostopoulos,Reader,2022,Parameter Tuning of Reranking-based Diversification Algorithms using Total Curvature Analysis,conference_proceedings,
273316,3,11535,Roderick Murray-Smith,Professor,2022,Parameter Tuning of Reranking-based Diversification Algorithms using Total Curvature Analysis,conference_proceedings,
273316,4,6162,Iadh Ounis,Professor of Information Retrieval,2022,Parameter Tuning of Reranking-based Diversification Algorithms using Total Curvature Analysis,conference_proceedings,
273237,0,61133,Ilyena Hirskyj-Douglas,Lecturer,2022,Do Monkeys Want Audio or Visual Stimuli? Interactive Computers for Choice with White-Faced Sakis in Zoos,conference_proceedings,
268174,7,66347,Lauritz Thamsen,Lecturer in Computer Systems,2022,Rafiki: Task-level Capacity Planning in Distributed Stream Processing Systems,conference_proceedings,
271506,3,66347,Lauritz Thamsen,Lecturer in Computer Systems,2022,A Priority-Aware Multiqueue NIC Design for Real-Time IoT Devices,conference_proceedings,
272811,0,64496,Peter C Y Yau,Assistant Professor in Computing Science (Singapore,2022,Budding the next entrepreneur in the applied learning education,book_section,
272813,0,64496,Peter C Y Yau,Assistant Professor in Computing Science (Singapore,2022,Using STEAM to Motivate the Next Generation in the Learning Journey,conference_item,
272120,0,66347,Lauritz Thamsen,Lecturer in Computer Systems,2022,Collaborative cluster configuration for distributed data-parallel processing: a research overview,article,
272111,3,66347,Lauritz Thamsen,Lecturer in Computer Systems,2022,Phoebe: QoS-Aware Distributed Stream Processing through Anticipating Dynamic Workloads,conference_proceedings,
271798,2,2912,Alessandro Vinciarelli,Professor of Computational Social Intelligence,2022,Synthetic vs human emotional faces: what changes in humans’ decoding accuracy,article,
271770,1,65393,Xianghua Ding,Senior Lecturer in Healthcare Technologies,2022,Designing intelligent self-checkup based technologies for everyday healthy living,article,
271624,3,30896,Christos Anagnostopoulos,Reader,2022,Data-Driven Analytics Task Management at the Edge: A Fuzzy Reasoning Approach,conference_proceedings,
271623,2,30896,Christos Anagnostopoulos,Reader,2022,On the Reusability of Machine Learning Models in Edge Computing: A Statistical Learning Approach,book_section,
271012,1,38674,Mark McGill,Senior Lecturer,2022,In-cAR Gaming: Exploring the use of AR headsets to Leverage Passenger Travel Environments for Mixed Reality Gameplay,conference_proceedings,
270947,4,38674,Mark McGill,Senior Lecturer,2022,"Novel Challenges of Safety, Security and Privacy in Extended Reality",conference_proceedings,
270947,6,48468,Mohamed Khamis,Reader,2022,"Novel Challenges of Safety, Security and Privacy in Extended Reality",conference_proceedings,
270946,6,65091,Simone Stumpf,Professor of Responsible and Interactive Artificial Intelligence,2022,Workshop on Trust and Reliance in AI-Human Teams (TRAIT),conference_proceedings,
271497,0,66347,Lauritz Thamsen,Lecturer in Computer Systems,2022,The Methods of Cloud Computing,report,
271579,2,66347,Lauritz Thamsen,Lecturer in Computer Systems,2022,Lotaru: Locally Estimating Runtimes of Scientific Workflow Tasks in Heterogeneous Clusters,conference_proceedings,
271016,1,11463,Stephen Brewster,Professor of Human-Computer Interactions,2022,“Reality Anchors”: Bringing Cues from Reality into VR on Public Transport to Alleviate Safety and Comfort Concerns,conference_proceedings,
271139,1,1503,Alice Miller,Professor,2022,Mix-and-Match MCQs: Four for the Price of One,conference_proceedings,
268169,4,66347,Lauritz Thamsen,Lecturer in Computer Systems,2022,AuctionWhisk: using an auction-inspired approach for function placement in serverless fog platforms,article,
270934,0,6857,Joseph Maguire,Senior Lecturer,2022,Shaping Software Engineering with Lessons from the Past,conference_item,
270750,2,65091,Simone Stumpf,Professor of Responsible and Interactive Artificial Intelligence,2022,Investigating Daily Practices of Self-care to Inform the Design of Supportive Health Technologies for Living and Ageing Well with HIV,conference_proceedings,
270791,4,54575,Fani Deligianni,Senior Lecturer,2022,Delirium and the risk of developing dementia: a cohort study of 12 949 patients,article,
270787,2,61424,Debasis Ganguly,Lecturer in Data Science,2022,A Combination of 'Intra and Inter Collection' Relevance Models for Ad-hoc Retrieval in Precision Medicine,conference_item,
270458,1,61177,Yehia Elkhatib,Reader,2022,On the Performance Benefits of Heterogeneous Virtual Network Function Execution Frameworks,conference_proceedings,
269956,3,61566,Kevin Bryson,Senior Lecturer,2022,Adversarial generation of gene expression data,article,
270398,0,28862,Richard McCreadie,Senior Lecturer,2022,Next-Generation Personalized Investment Recommendations,book_section,
270398,7,3545,Craig Macdonald,Professor of Information Retrieval,2022,Next-Generation Personalized Investment Recommendations,book_section,
270398,8,6162,Iadh Ounis,Professor of Information Retrieval,2022,Next-Generation Personalized Investment Recommendations,book_section,
270385,2,7010,Joemon Jose,Professor of Information Retrieval,2022,Consumer Bullying in Online Brand Communities—Quantifying a Dark Social Media Phenomenon,book_section,
269880,2,61177,Yehia Elkhatib,Reader,2022,AdLeap-MAS: An Open-source Multi-Agent Simulator for Ad-hoc Reasoning,conference_proceedings,
269822,0,29034,Blair Archibald,Lecturer,2022,Verifying BDI Agents in Dynamic Environments,conference_proceedings,
269822,1,9129,Muffy Calder,Professor of Formal Methods,2022,Verifying BDI Agents in Dynamic Environments,conference_proceedings,
269822,2,25011,Michele Sevegnani,Senior Lecturer,2022,Verifying BDI Agents in Dynamic Environments,conference_proceedings,
269792,1,3545,Craig Macdonald,Professor of Information Retrieval,2022,Multimodal Conversational Fashion Recommendation with Positive and Negative Natural-Language Feedback,conference_proceedings,
269792,2,6162,Iadh Ounis,Professor of Information Retrieval,2022,Multimodal Conversational Fashion Recommendation with Positive and Negative Natural-Language Feedback,conference_proceedings,
269745,4,48468,Mohamed Khamis,Reader,2022,VRception: Rapid Prototyping of Cross-Reality Systems in Virtual Reality,conference_proceedings,
269742,5,48468,Mohamed Khamis,Reader,2022,CueVR: Studying the Usability of Cue-based Authentication for Virtual Reality,conference_proceedings,
269741,3,48468,Mohamed Khamis,Reader,2022,Stay Home! Conducting Remote Usability Evaluations of Novel Real-World Authentication Systems Using Virtual Reality,conference_proceedings,
269740,0,48468,Mohamed Khamis,Reader,2022,DeepFakes for Privacy: Investigating Perceptions and Effectiveness of State-of-the-Art Privacy-Enhancing Face Obfuscation Methods,conference_proceedings,
269739,8,48468,Mohamed Khamis,Reader,2022,Understanding Shoulder Surfer Behavior and Attack Patterns Using Virtual Reality,conference_proceedings,
269732,5,28939,Euan Freeman,Lecturer,2022,Propagating Visual Designs to Numerous Plots and Dashboards,article,
269730,1,28939,Euan Freeman,Lecturer,2022,Investigating Clutching Interactions for Touchless Medical Imaging Systems,conference_proceedings,
269613,0,48468,Mohamed Khamis,Reader,2022,User-centred multimodal authentication: securing handheld mobile devices using gaze and touch input,article,
269607,0,33044,Kitty Meeks,Reader,2022,Reducing reachability in temporal graphs: towards a more realistic model of real-world spreading processes,conference_proceedings,
269621,0,30896,Christos Anagnostopoulos,Reader,2022,Data-driven analytics task management reasoning mechanism in edge computing,article,
269522,1,48468,Mohamed Khamis,Reader,2022,Exploring Attitudes Towards Increasing User Awareness of Reality From Within Virtual Reality,conference_proceedings,
269522,2,38674,Mark McGill,Senior Lecturer,2022,Exploring Attitudes Towards Increasing User Awareness of Reality From Within Virtual Reality,conference_proceedings,
269519,2,48468,Mohamed Khamis,Reader,2022,Exploring Manipulating In-VR Audio To Facilitate Verbal Interactions Between VR Users And Bystanders,conference_proceedings,
269519,3,38674,Mark McGill,Senior Lecturer,2022,Exploring Manipulating In-VR Audio To Facilitate Verbal Interactions Between VR Users And Bystanders,conference_proceedings,
269424,1,66713,Paul Harvey,Lecturer in Low Carbon and Sustainable Computing,2022,Herding the FLOQ: Flow Optimised Queueing,conference_proceedings,
269422,2,66347,Lauritz Thamsen,Lecturer in Computer Systems,2022,Differentiating Network Flows for Priority-Aware Scheduling of Incoming Packets in Real-Time IoT Systems,conference_proceedings,
269193,2,65091,Simone Stumpf,Professor of Responsible and Interactive Artificial Intelligence,2022,Towards responsible AI: a design space exploration of human-centered artificial intelligence user interfaces to investigate fairness,article,
269192,1,65091,Simone Stumpf,Professor of Responsible and Interactive Artificial Intelligence,2022,Towards involving end-users in interactive human-in-the-loop AI fairness,article,
269020,1,6162,Iadh Ounis,Professor of Information Retrieval,2022,An MLP-based Algorithm for Efficient Contrastive Graph Recommendations,conference_proceedings,
269020,2,3545,Craig Macdonald,Professor of Information Retrieval,2022,An MLP-based Algorithm for Efficient Contrastive Graph Recommendations,conference_proceedings,
269019,2,6162,Iadh Ounis,Professor of Information Retrieval,2022,Multi-modal Graph Contrastive Learning for Micro-video Recommendation,conference_proceedings,
269019,3,3545,Craig Macdonald,Professor of Information Retrieval,2022,Multi-modal Graph Contrastive Learning for Micro-video Recommendation,conference_proceedings,
269008,1,28436,Jessica Enright,Reader,2022,Making Life More Confusing for Firefighters,conference_proceedings,
269008,2,33044,Kitty Meeks,Reader,2022,Making Life More Confusing for Firefighters,conference_proceedings,
268857,3,30896,Christos Anagnostopoulos,Reader,2022,Query Driven Data Subspace Mapping,conference_proceedings,
268660,2,48468,Mohamed Khamis,Reader,2022,PrivacyScout: Assessing Vulnerability to Shoulder Surfing on Mobile Devices,conference_proceedings,
268591,1,8165,John Williamson,Senior Lecturer,2022,First Steps Towards Designing Electrotactons: Investigating Intensity and Pulse Frequency as Parameters for Electrotactile Cues,conference_proceedings,
268591,2,11463,Stephen Brewster,Professor of Human-Computer Interactions,2022,First Steps Towards Designing Electrotactons: Investigating Intensity and Pulse Frequency as Parameters for Electrotactile Cues,conference_proceedings,
268533,1,60888,Sean MacAvaney,Lecturer in Machine Learning,2022,TBD3: A Thresholding-Based Dynamic Depression Detection from Social Media for Low-Resource Users,conference_proceedings,
268516,1,60888,Sean MacAvaney,Lecturer in Machine Learning,2022,On Survivorship Bias in MS MARCO,conference_proceedings,
268514,1,60888,Sean MacAvaney,Lecturer in Machine Learning,2022,The Istella22 Dataset: Bridging Traditional and Neural Learning to Rank Evaluation,conference_proceedings,
268513,1,60888,Sean MacAvaney,Lecturer in Machine Learning,2022,"A 'Pointwise-Query, Listwise-Document' based Query Performance Prediction Approach",conference_proceedings,
268513,2,61424,Debasis Ganguly,Lecturer in Data Science,2022,"A 'Pointwise-Query, Listwise-Document' based Query Performance Prediction Approach",conference_proceedings,
268508,3,48468,Mohamed Khamis,Reader,2022,Trust and Privacy Expectations during Perilous Times of Contact Tracing,conference_proceedings,
268399,1,60888,Sean MacAvaney,Lecturer in Machine Learning,2022,An Inspection of the Reproducibility and Replicability of TCT-ColBERT,conference_proceedings,
268399,2,3545,Craig Macdonald,Professor of Information Retrieval,2022,An Inspection of the Reproducibility and Replicability of TCT-ColBERT,conference_proceedings,
268399,3,6162,Iadh Ounis,Professor of Information Retrieval,2022,An Inspection of the Reproducibility and Replicability of TCT-ColBERT,conference_proceedings,
268397,0,60888,Sean MacAvaney,Lecturer in Machine Learning,2022,A Python Interface to PISA!,conference_proceedings,
268397,1,3545,Craig Macdonald,Professor of Information Retrieval,2022,A Python Interface to PISA!,conference_proceedings,
262487,2,55441,Nicolas Pugeault,Reader,2022,Bayesian deep learning for spatial interpolation in the presence of auxiliary information,article,
267973,3,30896,Christos Anagnostopoulos,Reader,2022,Local federated learning at the network edge for efficient predictive analytics,article,
265294,0,65393,Xianghua Ding,Senior Lecturer in Healthcare Technologies,2022,"""As Uploaders, We Have the Responsibility"": Individualized Professionalization of Bilibili Uploaders",conference_proceedings,
267798,4,66347,Lauritz Thamsen,Lecturer in Computer Systems,2022,SyncMesh: Improving Data Locality for Function-as-a-Service in Meshed Edge Networks,conference_proceedings,
267520,1,11463,Stephen Brewster,Professor of Human-Computer Interactions,2022,RadioMe: Supporting Individuals with Dementia in Their Own Home... and Beyond?,conference_item,
267519,1,11463,Stephen Brewster,Professor of Human-Computer Interactions,2022,TempSeat: Investigating the Suitability of a Heated Car Seat for Feedback Purposes,conference_proceedings,
267516,2,48468,Mohamed Khamis,Reader,2022,Co-existing With a Drone: Using Virtual Reality to Investigate the Effect of the Drone’s Height and Cover Story on Proxemic Behaviours,conference_proceedings,
267399,1,30896,Christos Anagnostopoulos,Reader,2022,A proactive statistical model supporting services and tasks management in pervasive applications,article,
267395,3,48468,Mohamed Khamis,Reader,2022,Advanced Techniques for Preventing Thermal Imaging Attacks,conference_proceedings,
267269,1,38349,Sofiat Olaosebikan,Lecturer in Algorithms and Complexity,2022,Broadening Participation in Computing: Experiences of an online programming workshop for African Students,conference_proceedings,
267388,0,35807,Fionnuala Johnson,Lecturer,2022,Experience Report: Identifying Unexpected Programming Misconceptions with a Computer Systems Approach,conference_proceedings,
267388,3,10215,Quintin Cutts,Professor of Computer Science Education,2022,Experience Report: Identifying Unexpected Programming Misconceptions with a Computer Systems Approach,conference_proceedings,
267383,5,48468,Mohamed Khamis,Reader,2022,"""Your Eyes Tell You Have Used This Password Before"": Identifying Password Reuse from Gaze and Keystroke Dynamics",conference_proceedings,
267212,2,38674,Mark McGill,Senior Lecturer,2022,The Dark Side of Perceptual Manipulations in Virtual Reality,conference_proceedings,
267212,3,48468,Mohamed Khamis,Reader,2022,The Dark Side of Perceptual Manipulations in Virtual Reality,conference_proceedings,
267340,3,3453,Colin Perkins,Senior Lecturer,2022,The Web We Weave: Untangling the Social Graph of the IETF,conference_proceedings,
267337,2,48468,Mohamed Khamis,Reader,2022,The Feet in Human-Centred Security: Investigating Foot-Based User Authentication for Public Displays,conference_proceedings,
267225,5,30579,Sye Loong Keoh,Associate Professor,2022,Artificial intelligence policies to enhance urban mobility in Southeast Asia,article,
266669,1,10215,Quintin Cutts,Professor of Computer Science Education,2022,Relationships between an Early-Stage Spatial Skills Test and Final CS Degree Outcomes,conference_proceedings,
266655,2,15034,Jeremy Singer,Reader in Programming Language Implementation,2022,ELSA: a keyword-based searchable encryption for cloud-edge assisted industrial internet of things,conference_proceedings,
265929,0,50574,Zaiqiao Meng,Lecturer,2022,Rewire-then-Probe: A Contrastive Recipe for Probing Biomedical Knowledge of Pre-trained Language Models,conference_proceedings,
265135,3,65303,Stephen Lindsay,Lecturer in Healthcare Technologies,2022,Exploring the barriers to using assistive technology for individuals with chronic conditions: a meta-synthesis review,article,
265372,2,50574,Zaiqiao Meng,Lecturer,2022,Learning Robust Recommenders Through Cross-Model Agreement,conference_proceedings,
265108,1,51762,Qi Cao,Associate Professor,2022,Integration of Computational Thinking into Undergraduate Engineering Education: A Case Study on Design of a Hydraulic Course,conference_item,
264974,1,15034,Jeremy Singer,Reader in Programming Language Implementation,2022,Capability Boehm: Challenges and Opportunities for Garbage Collection with Capability Hardware,conference_proceedings,
264944,2,48468,Mohamed Khamis,Reader,2022,Can I Borrow Your ATM? Using Virtual Reality for (Simulated) In Situ Authentication Research,conference_proceedings,
264935,2,48468,Mohamed Khamis,Reader,2022,Virtual Reality Observations: Using Virtual Reality to Augment Lab-Based Shoulder Surfing Research,conference_proceedings,
264919,1,5956,Gethin Norman,Senior Lecturer,2022,Correlated Equilibria and Fairness in Concurrent Stochastic Games,conference_proceedings,
264601,1,61424,Debasis Ganguly,Lecturer in Data Science,2022,Privacy-aware supervised classification: An informative subspace based multi-objective approach,article,
264087,0,38674,Mark McGill,Senior Lecturer,2022,Creating and augmenting keyboards for extended reality with the Keyboard Augmentation Toolkit,article,
264087,1,11463,Stephen Brewster,Professor of Human-Computer Interactions,2022,Creating and augmenting keyboards for extended reality with the Keyboard Augmentation Toolkit,article,
264506,0,61424,Debasis Ganguly,Lecturer in Data Science,2022,An Analysis of Variations in the Effectiveness of Query Performance Prediction,conference_proceedings,
264482,1,61424,Debasis Ganguly,Lecturer in Data Science,2022,Deep-QPP: a Pairwise Interaction-based Deep Learning Model for Supervised Query Performance Prediction,conference_proceedings,
259712,0,60888,Sean MacAvaney,Lecturer in Machine Learning,2022,ABNIRML: Analyzing the behavior of neural IR models,article,
258993,3,11463,Stephen Brewster,Professor of Human-Computer Interactions,2022,Supporting people with acquired brain injury to use a reminding app; Narrow-deep vs. broad-shallow user interfaces,article,
263438,1,30579,Sye Loong Keoh,Associate Professor,2022,GPS Signal Authentication Using a Chameleon Hash Keychain,conference_proceedings,
263438,2,49593,Chee Kiat Seow,Associate Professor,2022,GPS Signal Authentication Using a Chameleon Hash Keychain,conference_proceedings,
263438,3,51762,Qi Cao,Associate Professor,2022,GPS Signal Authentication Using a Chameleon Hash Keychain,conference_proceedings,
263124,4,3976,David Manlove,Professor of Algorithms and Complexity,2022,Improved instance generation for kidney exchange programmes,article,
263049,1,25011,Michele Sevegnani,Senior Lecturer,2022,Fine-grained RNN with transfer learning for energy consumption estimation on EVs,article,
262642,2,33044,Kitty Meeks,Reader,2022,Approximately counting and sampling small witnesses using a colourful decision oracle,article,
262401,0,31639,Ornela Dardha,Senior Lecturer,2022,Comparing type systems for deadlock freedom,article,
261286,0,51762,Qi Cao,Associate Professor,2022,Interactive Virtual Reality Game for Online Learning of Science Subject in Primary Schools,conference_proceedings,
261015,1,5956,Gethin Norman,Senior Lecturer,2022,Probabilistic model checking and autonomy,article,
261159,6,54575,Fani Deligianni,Senior Lecturer,2022,Prediction models in first-episode psychosis: systematic review and critical appraisal,article,
261029,0,6857,Joseph Maguire,Senior Lecturer,2022,Promoting Engagement in Remote Computing Ethics Education,conference_proceedings,
261028,0,6857,Joseph Maguire,Senior Lecturer,2022,Assessing Knowledge and Skills in Forensics with Alternative Assessment Pathways,conference_proceedings,
259854,1,64152,Marwa Mahmoud,Lecturer in Socially Intelligent Technologies,2022,Multimodal temporal machine learning for bipolar disorder and depression recognition,article,
260544,1,51762,Qi Cao,Associate Professor,2022,Dynamic portfolio rebalancing through reinforcement learning,article,
260481,2,49593,Chee Kiat Seow,Associate Professor,2022,Non-verbal auditory aspects of human-service robot interaction,conference_proceedings,
260481,3,51762,Qi Cao,Associate Professor,2022,Non-verbal auditory aspects of human-service robot interaction,conference_proceedings,
260481,5,30579,Sye Loong Keoh,Associate Professor,2022,Non-verbal auditory aspects of human-service robot interaction,conference_proceedings,
260289,1,29045,Graham McDonald,Senior Lecturer,2022,The Role of Latent Semantic Categories and Clustering in Enhancing the Efficiency of Human Sensitivity Review,conference_proceedings,
260289,2,6162,Iadh Ounis,Professor of Information Retrieval,2022,The Role of Latent Semantic Categories and Clustering in Enhancing the Efficiency of Human Sensitivity Review,conference_proceedings,
260152,2,5079,Dimitrios Pezaros,Professor of Computer Networks and RAEng Research Chair,2022,Effect of Unequal Clustering Algorithms in WirelessHART networks,conference_proceedings,
260065,1,38674,Mark McGill,Senior Lecturer,2022,Multimodal biosensing for vestibular network-based cybersickness detection,article,
260065,2,11463,Stephen Brewster,Professor of Human-Computer Interactions,2022,Multimodal biosensing for vestibular network-based cybersickness detection,article,
259975,2,50574,Zaiqiao Meng,Lecturer,2022,Profiling users for question answering communities via flow-based constrained co-embedding model,article,
259817,0,29034,Blair Archibald,Lecturer,2022,Modelling and verifying BDI agents with bigraphs,article,
259817,1,9129,Muffy Calder,Professor of Formal Methods,2022,Modelling and verifying BDI agents with bigraphs,article,
259817,2,25011,Michele Sevegnani,Senior Lecturer,2022,Modelling and verifying BDI agents with bigraphs,article,
259748,2,8165,John Williamson,Senior Lecturer,2022,Perceptual Loss based Approach for Analogue Film Restoration,conference_proceedings,
259561,1,61424,Debasis Ganguly,Lecturer in Data Science,2022,I know what you need: investigating document retrieval effectiveness with partial session contexts,article,
259713,1,60888,Sean MacAvaney,Lecturer in Machine Learning,2022,Goldilocks: Just-Right Tuning of BERT for Technology-Assisted Review,conference_proceedings,
259616,0,60888,Sean MacAvaney,Lecturer in Machine Learning,2022,Reproducing Personalised Session Search over the AOL Query Log,conference_proceedings,
259616,1,3545,Craig Macdonald,Professor of Information Retrieval,2022,Reproducing Personalised Session Search over the AOL Query Log,conference_proceedings,
259616,2,6162,Iadh Ounis,Professor of Information Retrieval,2022,Reproducing Personalised Session Search over the AOL Query Log,conference_proceedings,
259606,1,6162,Iadh Ounis,Professor of Information Retrieval,2022,Effective Rating Prediction Using an Attention-Based User Review Sentiment Model,conference_proceedings,
259606,2,3545,Craig Macdonald,Professor of Information Retrieval,2022,Effective Rating Prediction Using an Attention-Based User Review Sentiment Model,conference_proceedings,
259597,0,60888,Sean MacAvaney,Lecturer in Machine Learning,2022,Streamlining Evaluation with ir-measures,conference_proceedings,
259597,1,3545,Craig Macdonald,Professor of Information Retrieval,2022,Streamlining Evaluation with ir-measures,conference_proceedings,
259597,2,6162,Iadh Ounis,Professor of Information Retrieval,2022,Streamlining Evaluation with ir-measures,conference_proceedings,
258587,0,29045,Graham McDonald,Senior Lecturer,2022,Search results diversification for effective fair ranking in academic search,article,
258587,1,3545,Craig Macdonald,Professor of Information Retrieval,2022,Search results diversification for effective fair ranking in academic search,article,
258587,2,6162,Iadh Ounis,Professor of Information Retrieval,2022,Search results diversification for effective fair ranking in academic search,article,
253965,0,48568,Mathieu Chollet,Lecturer in Healthcare Technologies,2022,Training public speaking with virtual social interactions: effectiveness of real-time feedback and delayed feedback,article,
253810,2,54575,Fani Deligianni,Senior Lecturer,2022,Intention Detection of Gait Adaptation in Natural Settings,conference_proceedings,
248397,4,11535,Roderick Murray-Smith,Professor,2022,Low‐dimensional embeddings for interaction design,article,
249953,2,51762,Qi Cao,Associate Professor,2022,Object-based illumination transferring and rendering for applications of mixed reality,article,
250274,2,54575,Fani Deligianni,Senior Lecturer,2022,Eye-tracking for performance evaluation and workload estimation in space telerobotic training,article,
243180,0,12645,Wim Vanderbauwhede,Professor in Computing Science,2022,Making legacy Fortran code type safe through automated program transformation,article,
244873,2,48468,Mohamed Khamis,Reader,2022,Prototyping usable privacy and security systems: insights from experts,article,
243660,4,48468,Mohamed Khamis,Reader,2022,Special issue on pervasive displays,article,
240064,0,9704,Matthew Barr,Senior Lecturer,2022,Playing video games during the COVID-19 pandemic and effects on players’ well-being,article,
238281,3,30896,Christos Anagnostopoulos,Reader,2022,Intelligent tasks allocation at the edge based on machine learning and bio-inspired algorithms,article,
233197,2,2912,Alessandro Vinciarelli,Professor of Computational Social Intelligence,2022,What you say or how you say it? Depression detection through joint modeling of linguistic and acoustic aspects of speech,article,
222780,1,30896,Christos Anagnostopoulos,Reader,2022,Proactive & time-optimized data synopsis management at the edge,article,
222006,0,3976,David Manlove,Professor of Algorithms and Complexity,2022,Student-project allocation with preferences over projects: algorithmic and experimental results,article,
222006,2,38349,Sofiat Olaosebikan,Lecturer in Algorithms and Complexity,2022,Student-project allocation with preferences over projects: algorithmic and experimental results,article,
221622,0,38349,Sofiat Olaosebikan,Lecturer in Algorithms and Complexity,2022,Super-stability in the student-project allocation problem with ties,article,
221622,1,3976,David Manlove,Professor of Algorithms and Complexity,2022,Super-stability in the student-project allocation problem with ties,article,
220088,1,55441,Nicolas Pugeault,Reader,2022,Improving object detection performance using scene contextual constraints,article,
218595,3,11463,Stephen Brewster,Professor of Human-Computer Interactions,2022,Designing ApplTree: usable scheduling software for people with cognitive impairments,article,
320562,2,76144,Nikela Papadopoulou,Lecturer in Low Carbon and Sustainable Computing,2021,SynCron: Efficient Synchronization Support for Near-Data-Processing Architectures,conference_proceedings,
320559,1,76144,Nikela Papadopoulou,Lecturer in Low Carbon and Sustainable Computing,2021,CoCoPeLia: Communication-Computation Overlap Prediction for Efficient Linear Algebra on GPUs,conference_proceedings,
320557,2,76144,Nikela Papadopoulou,Lecturer in Low Carbon and Sustainable Computing,2021,P-Flee: An Efficient Parallel Algorithm for Simulating Human Migration,conference_proceedings,
324650,1,71860,Peggy Gregory,Senior Lecturer in Software Engineering,2021,Design Discovery Practices: Engaging Professional Design Communities with Ketso,conference_proceedings,
320738,0,65596,Dongzhu Liu,Lecturer in Cybersecurity,2021,Data-importance aware user scheduling for communication-efficient edge machine learning,article,
320649,0,65596,Dongzhu Liu,Lecturer in Cybersecurity,2021,Wireless data acquisition for edge learning: data-importance aware retransmission,article,
